polymer_MW,LA/GA,mol_MW,mol_logP,mol_TPSA,mol_melting_point,mol_Hacceptors,mol_Hdonors,mol_heteroatoms,drug/polymer,surfactant_concentration,surfactant_HLB,aqueous/organic,pH,solvent_polarity_index,particle_size,EE,LC,reference,small_molecule_name,surfactant_name,solvent
18.7,1.0,602.81,8.91,111.9,132.0,6,3,6,0.1,0.03,13.0,2.0,0,5.1,88.05,88.32,8.12,10.1038/s41598-017-00696-6,garcinol,TPGS,acetone
18.7,1.0,602.81,8.91,111.9,132.0,6,3,6,0.15,0.03,13.0,2.0,0,5.1,95.45,60.61,8.33,10.1038/s41598-017-00696-6,garcinol,TPGS,acetone
10.0,1.0,668.6,3.11,197.24,118.0,15,0,15,0.389,1.0,15.0,4.0,0,5.1,145.0,90.51,17.07,10.1111/jphp.12481,acetylpuerarin,polysorbate80,acetone
5.0,1.0,166.18,1.6,46.53,146.0,3,1,3,0.667,0.8,29.0,3.0,0,5.1,237.7,86.26,36.51,10.1016/j.ijpharm.2021.120617,paeonol,poloxamer188,acetone
31.0,1.0,300.44,5.6,37.3,181.0,1,1,2,0.125,0.0,0.0,2.86,0,5.1,220.0,98.8,11.0,10.1166/jnn.2006.401,tretinoin,none,acetone
31.0,1.0,622.76,7.16,61.86,217.5,8,0,8,0.03,2.0,18.0,4.0,0,5.1,177.0,63.72,1.88,10.3109/02652048.2016.1156175,tetrandrine,PVA,acetone
45.0,1.0,557.61,0.83,180.97,100.5,14,2,16,0.1,0.5,29.0,3.33,0,5.1,209.53,40.0,3.85,10.1016/j.jddst.2020.102145,cefpodoxime-proxetil,poloxamer188,acetone
45.0,1.0,557.61,0.83,180.97,100.5,14,2,16,0.05,0.5,29.0,3.33,0,5.1,189.4,30.0,1.48,10.1016/j.jddst.2020.102145,cefpodoxime-proxetil,poloxamer188,acetone
6.0,1.0,853.92,3.74,221.29,214.5,14,4,15,0.01,0.25,29.0,2.0,0,5.1,122.0,82.73,0.82,10.1016/S0168-3659(02)00212-2,paclitaxel,poloxamer188,acetone
14.5,1.0,853.92,3.74,221.29,214.5,14,4,15,0.01,0.25,29.0,2.0,0,5.1,133.0,81.82,0.81,10.1016/S0168-3659(02)00212-2,paclitaxel,poloxamer188,acetone
63.6,3.0,853.92,3.74,221.29,214.5,14,4,15,0.01,0.25,29.0,2.0,0,5.1,160.0,81.82,0.81,10.1016/S0168-3659(02)00212-2,paclitaxel,poloxamer188,acetone
31.0,1.0,359.35,0.76,122.91,88.5,8,3,10,0.2,1.0,18.0,3.0,0,5.1,144.5,88.4,16.98,PMC4694531,capecitabine,PVA,acetone
29.19,3.0,244.27,3.68,37.3,110.1,1,1,3,0.417,1.0,29.0,2.0,-2,5.1,240.0,76.37,24.14,10.1016/j.colsurfb.2009.03.028,flurbiprofen,poloxamer188,acetone
29.19,3.0,244.27,3.68,37.3,110.1,1,1,3,0.417,1.0,29.0,2.0,-2,5.1,205.3,97.75,28.94,10.1016/j.colsurfb.2009.03.028,flurbiprofen,poloxamer188,acetone
29.19,3.0,244.27,3.68,37.3,110.1,1,1,3,0.417,2.0,29.0,2.0,-2,5.1,236.0,77.36,24.38,10.1016/j.colsurfb.2009.03.028,flurbiprofen,poloxamer188,acetone
29.19,3.0,244.27,3.68,37.3,110.1,1,1,3,0.417,2.0,29.0,2.0,-2,5.1,186.0,87.11,26.63,10.1016/j.colsurfb.2009.03.028,flurbiprofen,poloxamer188,acetone
29.19,3.0,244.27,3.68,37.3,110.1,1,1,3,0.417,1.0,29.0,2.0,-1,5.1,182.0,52.68,18.0,10.1016/j.colsurfb.2009.03.028,flurbiprofen,poloxamer188,acetone
29.19,3.0,244.27,3.68,37.3,110.1,1,1,3,0.417,1.0,29.0,2.0,-1,5.1,203.3,77.75,24.47,10.1016/j.colsurfb.2009.03.028,flurbiprofen,poloxamer188,acetone
29.19,3.0,244.27,3.68,37.3,110.1,1,1,3,0.417,2.0,29.0,2.0,-1,5.1,183.0,59.54,19.88,10.1016/j.colsurfb.2009.03.028,flurbiprofen,poloxamer188,acetone
29.19,3.0,244.27,3.68,37.3,110.1,1,1,3,0.417,2.0,29.0,2.0,-1,5.1,175.7,74.38,23.66,10.1016/j.colsurfb.2009.03.028,flurbiprofen,poloxamer188,acetone
29.19,3.0,244.27,3.68,37.3,110.1,1,1,3,0.417,1.5,29.0,2.0,-1,5.1,179.3,85.18,26.19,10.1016/j.colsurfb.2009.03.028,flurbiprofen,poloxamer188,acetone
29.19,3.0,244.27,3.68,37.3,110.1,1,1,3,0.417,1.5,29.0,2.0,-1,5.1,203.3,38.46,13.81,10.1016/j.colsurfb.2009.03.028,flurbiprofen,poloxamer188,acetone
29.19,3.0,244.27,3.68,37.3,110.1,1,1,3,0.417,2.34,29.0,2.0,-1,5.1,166.0,66.69,21.75,10.1016/j.colsurfb.2009.03.028,flurbiprofen,poloxamer188,acetone
29.19,3.0,244.27,3.68,37.3,110.1,1,1,3,0.417,0.66,29.0,2.0,-1,5.1,183.0,63.76,20.99,10.1016/j.colsurfb.2009.03.028,flurbiprofen,poloxamer188,acetone
29.19,3.0,244.27,3.68,37.3,110.1,1,1,3,0.417,1.5,29.0,2.0,0,5.1,185.0,65.34,21.4,10.1016/j.colsurfb.2009.03.028,flurbiprofen,poloxamer188,acetone
29.19,3.0,244.27,3.68,37.3,110.1,1,1,3,0.417,1.5,29.0,2.0,-2,5.1,201.7,82.52,25.59,10.1016/j.colsurfb.2009.03.028,flurbiprofen,poloxamer188,acetone
29.19,3.0,244.27,3.68,37.3,110.1,1,1,3,0.417,1.5,29.0,2.0,-1,5.1,182.3,68.22,22.13,10.1016/j.colsurfb.2009.03.028,flurbiprofen,poloxamer188,acetone
29.19,3.0,244.27,3.68,37.3,110.1,1,1,3,0.417,1.5,29.0,2.0,-1,5.1,179.0,64.94,21.3,10.1016/j.colsurfb.2009.03.028,flurbiprofen,poloxamer188,acetone
95.5,3.0,244.27,3.68,37.3,110.1,1,1,3,0.417,1.0,29.0,2.0,-2,5.1,232.8,94.6,28.27,10.1016/j.colsurfb.2009.03.028,flurbiprofen,poloxamer188,acetone
236.37,1.0,368.39,3.37,93.06,183.0,6,2,6,0.056,1.0,18.0,2.0,0,5.1,214.0,48.15,2.65,10.1007/s10965-020-02092-7,curcumin,PVA,acetone
236.37,1.0,327.12,3.86,92.47,227.5,4,2,8,0.056,1.0,18.0,2.0,0,5.1,215.6,70.23,4.31,10.1007/s10965-020-02092-7,niclosamide,PVA,acetone
29.19,3.0,255.27,2.97,59.42,182.5,3,1,4,0.059,1.0,18.0,2.0,-2,5.1,566.5,87.69,4.91,10.1002/jps.24101,pranoprofen,PVA,acetone
29.19,3.0,255.27,2.97,59.42,182.5,3,1,4,0.176,1.0,18.0,2.0,-2,5.1,597.6,90.26,13.74,10.1002/jps.24101,pranoprofen,PVA,acetone
29.19,3.0,255.27,2.97,59.42,182.5,3,1,4,0.059,2.0,18.0,2.0,-2,5.1,605.0,82.57,4.63,10.1002/jps.24101,pranoprofen,PVA,acetone
29.19,3.0,255.27,2.97,59.42,182.5,3,1,4,0.176,2.0,18.0,2.0,-2,5.1,611.2,90.85,13.82,10.1002/jps.24101,pranoprofen,PVA,acetone
29.19,3.0,255.27,2.97,59.42,182.5,3,1,4,0.053,1.0,18.0,2.0,-2,5.1,539.0,85.14,4.29,10.1002/jps.24101,pranoprofen,PVA,acetone
29.19,3.0,255.27,2.97,59.42,182.5,3,1,4,0.158,1.0,18.0,2.0,-2,5.1,532.1,89.29,12.36,10.1002/jps.24101,pranoprofen,PVA,acetone
29.19,3.0,255.27,2.97,59.42,182.5,3,1,4,0.053,2.0,18.0,2.0,-2,5.1,784.3,89.93,4.52,10.1002/jps.24101,pranoprofen,PVA,acetone
29.19,3.0,255.27,2.97,59.42,182.5,3,1,4,0.158,2.0,18.0,2.0,-2,5.1,641.5,89.01,12.32,10.1002/jps.24101,pranoprofen,PVA,acetone
29.19,3.0,255.27,2.97,59.42,182.5,3,1,4,0.158,2.0,18.0,2.0,-1,5.1,348.3,66.5,9.5,10.1002/jps.24101,pranoprofen,PVA,acetone
29.19,3.0,255.27,2.97,59.42,182.5,3,1,4,0.053,2.0,18.0,2.0,-1,5.1,280.1,49.79,2.55,10.1002/jps.24101,pranoprofen,PVA,acetone
29.19,3.0,255.27,2.97,59.42,182.5,3,1,4,0.158,1.0,18.0,2.0,-1,5.1,324.3,80.02,11.22,10.1002/jps.24101,pranoprofen,PVA,acetone
29.19,3.0,255.27,2.97,59.42,182.5,3,1,4,0.053,1.0,18.0,2.0,-1,5.1,265.4,62.05,3.16,10.1002/jps.24101,pranoprofen,PVA,acetone
29.19,3.0,255.27,2.97,59.42,182.5,3,1,4,0.176,2.0,18.0,2.0,-1,5.1,408.9,45.54,7.44,10.1002/jps.24101,pranoprofen,PVA,acetone
29.19,3.0,255.27,2.97,59.42,182.5,3,1,4,0.059,2.0,18.0,2.0,-1,5.1,318.4,39.79,2.29,10.1002/jps.24101,pranoprofen,PVA,acetone
29.19,3.0,255.27,2.97,59.42,182.5,3,1,4,0.176,1.0,18.0,2.0,-1,5.1,327.6,69.51,10.93,10.1002/jps.24101,pranoprofen,PVA,acetone
29.19,3.0,255.27,2.97,59.42,182.5,3,1,4,0.059,1.0,18.0,2.0,-1,5.1,269.9,72.74,4.1,10.1002/jps.24101,pranoprofen,PVA,acetone
29.19,3.0,255.27,2.97,59.42,182.5,3,1,4,0.222,1.5,18.0,2.0,-1,5.1,433.9,77.23,14.65,10.1002/jps.24101,pranoprofen,PVA,acetone
29.19,3.0,255.27,2.97,59.42,182.5,3,1,4,0.125,1.5,18.0,2.0,-1,5.1,326.7,0.0,0.0,10.1002/jps.24101,pranoprofen,PVA,acetone
29.19,3.0,255.27,2.97,59.42,182.5,3,1,4,0.111,2.5,18.0,2.0,-1,5.1,368.2,80.29,8.19,10.1002/jps.24101,pranoprofen,PVA,acetone
29.19,3.0,255.27,2.97,59.42,182.5,3,1,4,0.111,0.5,18.0,2.0,-1,5.1,343.8,80.34,8.2,10.1002/jps.24101,pranoprofen,PVA,acetone
29.19,3.0,255.27,2.97,59.42,182.5,3,1,4,0.1,1.5,18.0,2.0,-1,5.1,421.0,77.15,7.16,10.1002/jps.24101,pranoprofen,PVA,acetone
29.19,3.0,255.27,2.97,59.42,182.5,3,1,4,0.125,1.5,18.0,2.0,-1,5.1,340.4,68.48,7.89,10.1002/jps.24101,pranoprofen,PVA,acetone
29.19,3.0,255.27,2.97,59.42,182.5,3,1,4,0.111,1.5,18.0,2.0,0,5.1,321.4,58.7,6.12,10.1002/jps.24101,pranoprofen,PVA,acetone
29.19,3.0,255.27,2.97,59.42,182.5,3,1,4,0.111,1.5,18.0,2.0,-2,5.1,611.8,86.39,8.76,10.1002/jps.24101,pranoprofen,PVA,acetone
29.19,3.0,255.27,2.97,59.42,182.5,3,1,4,0.111,1.5,18.0,2.0,-1,5.1,354.6,62.01,6.45,10.1002/jps.24101,pranoprofen,PVA,acetone
29.19,3.0,255.27,2.97,59.42,182.5,3,1,4,0.111,1.5,18.0,2.0,-1,5.1,357.8,62.09,6.45,10.1002/jps.24101,pranoprofen,PVA,acetone
1.22,1.0,315.68,4.07,38.33,140.0,2,1,7,0.05,1.0,20.5,20.0,0,5.1,217.0,85.9,4.3,10.1021/acsami.8b12214,efavirenz,poloxamer407,acetone
1.22,1.0,293.37,2.93,78.29,81.5,5,0,5,0.1,0.25,29.0,2.0,0,5.1,136.25,41.21,3.96,10.3109/02652048.2013.808280,anastrozole,poloxamer188,acetone
1.22,1.0,293.37,2.93,78.29,81.5,5,0,5,0.1,0.5,29.0,2.0,0,5.1,145.2,37.61,3.62,10.3109/02652048.2013.808280,anastrozole,poloxamer188,acetone
1.22,1.0,293.37,2.93,78.29,81.5,5,0,5,0.1,0.75,29.0,2.0,0,5.1,153.3,39.55,3.8,10.3109/02652048.2013.808280,anastrozole,poloxamer188,acetone
1.22,1.0,293.37,2.93,78.29,81.5,5,0,5,0.1,0.25,29.0,2.0,0,5.1,139.45,50.53,4.81,10.3109/02652048.2013.808280,anastrozole,poloxamer188,acetone
1.22,1.0,293.37,2.93,78.29,81.5,5,0,5,0.1,0.5,29.0,2.0,0,5.1,154.65,45.99,4.4,10.3109/02652048.2013.808280,anastrozole,poloxamer188,acetone
1.22,1.0,293.37,2.93,78.29,81.5,5,0,5,0.1,0.75,29.0,2.0,0,5.1,158.05,47.87,4.57,10.3109/02652048.2013.808280,anastrozole,poloxamer188,acetone
1.22,1.0,293.37,2.93,78.29,81.5,5,0,5,0.1,0.25,29.0,2.0,0,5.1,158.7,56.75,5.37,10.3109/02652048.2013.808280,anastrozole,poloxamer188,acetone
1.22,1.0,293.37,2.93,78.29,81.5,5,0,5,0.1,0.5,29.0,2.0,0,5.1,161.65,53.26,5.06,10.3109/02652048.2013.808280,anastrozole,poloxamer188,acetone
1.22,1.0,293.37,2.93,78.29,81.5,5,0,5,0.1,0.75,29.0,2.0,0,5.1,174.9,57.38,5.43,10.3109/02652048.2013.808280,anastrozole,poloxamer188,acetone
1.22,1.0,293.37,2.93,78.29,81.5,5,0,5,0.067,0.25,29.0,2.0,0,5.1,117.8,43.29,2.81,10.3109/02652048.2013.808280,anastrozole,poloxamer188,acetone
1.22,1.0,293.37,2.93,78.29,81.5,5,0,5,0.067,0.5,29.0,2.0,0,5.1,129.2,44.66,2.89,10.3109/02652048.2013.808280,anastrozole,poloxamer188,acetone
1.22,1.0,293.37,2.93,78.29,81.5,5,0,5,0.067,0.75,29.0,2.0,0,5.1,131.4,42.42,2.75,10.3109/02652048.2013.808280,anastrozole,poloxamer188,acetone
1.22,1.0,293.37,2.93,78.29,81.5,5,0,5,0.067,0.25,29.0,2.0,0,5.1,127.0,54.82,3.53,10.3109/02652048.2013.808280,anastrozole,poloxamer188,acetone
1.22,1.0,293.37,2.93,78.29,81.5,5,0,5,0.067,0.5,29.0,2.0,0,5.1,140.65,48.66,3.14,10.3109/02652048.2013.808280,anastrozole,poloxamer188,acetone
1.22,1.0,293.37,2.93,78.29,81.5,5,0,5,0.067,0.75,29.0,2.0,0,5.1,152.65,52.66,3.39,10.3109/02652048.2013.808280,anastrozole,poloxamer188,acetone
1.22,1.0,293.37,2.93,78.29,81.5,5,0,5,0.067,0.25,29.0,2.0,0,5.1,141.4,58.52,3.75,10.3109/02652048.2013.808280,anastrozole,poloxamer188,acetone
1.22,1.0,293.37,2.93,78.29,81.5,5,0,5,0.067,0.5,29.0,2.0,0,5.1,156.3,55.04,3.54,10.3109/02652048.2013.808280,anastrozole,poloxamer188,acetone
1.22,1.0,293.37,2.93,78.29,81.5,5,0,5,0.067,0.75,29.0,2.0,0,5.1,161.2,57.14,3.67,10.3109/02652048.2013.808280,anastrozole,poloxamer188,acetone
1.22,1.0,293.37,2.93,78.29,81.5,5,0,5,0.05,0.25,29.0,2.0,0,5.1,143.66,36.66,1.8,10.3109/02652048.2013.808280,anastrozole,poloxamer188,acetone
1.22,1.0,293.37,2.93,78.29,81.5,5,0,5,0.05,0.5,29.0,2.0,0,5.1,149.43,43.18,2.11,10.3109/02652048.2013.808280,anastrozole,poloxamer188,acetone
1.22,1.0,293.37,2.93,78.29,81.5,5,0,5,0.05,0.75,29.0,2.0,0,5.1,163.35,39.11,1.92,10.3109/02652048.2013.808280,anastrozole,poloxamer188,acetone
1.22,1.0,293.37,2.93,78.29,81.5,5,0,5,0.05,0.25,29.0,2.0,0,5.1,136.4,49.03,2.39,10.3109/02652048.2013.808280,anastrozole,poloxamer188,acetone
1.22,1.0,293.37,2.93,78.29,81.5,5,0,5,0.05,0.5,29.0,2.0,0,5.1,151.25,52.53,2.56,10.3109/02652048.2013.808280,anastrozole,poloxamer188,acetone
1.22,1.0,293.37,2.93,78.29,81.5,5,0,5,0.05,0.75,29.0,2.0,0,5.1,166.3,46.35,2.27,10.3109/02652048.2013.808280,anastrozole,poloxamer188,acetone
1.22,1.0,293.37,2.93,78.29,81.5,5,0,5,0.05,0.25,29.0,2.0,0,5.1,153.26,61.65,2.99,10.3109/02652048.2013.808280,anastrozole,poloxamer188,acetone
1.22,1.0,293.37,2.93,78.29,81.5,5,0,5,0.05,0.5,29.0,2.0,0,5.1,165.96,59.7,2.9,10.3109/02652048.2013.808280,anastrozole,poloxamer188,acetone
1.22,1.0,293.37,2.93,78.29,81.5,5,0,5,0.05,0.75,29.0,2.0,0,5.1,180.15,54.32,2.64,10.3109/02652048.2013.808280,anastrozole,poloxamer188,acetone
108.95,1.0,521.44,4.87,93.81,219.0,6,1,8,0.333,0.1,15.0,2.0,0,5.1,117.0,90.0,22.4,10.1021/acsomega.0c00111,mometasone-furoate,SolutolHS-15,acetone
10.0,1.0,272.78,2.19,55.56,155.5,4,1,5,0.01,0.0,0.0,3.0,-1,5.8,164.0,14.5,0.2,10.1016/S0168-3659(98)00116-3,procaine_hydrochloride,none,acetonitrile
10.0,1.0,272.78,2.19,55.56,155.5,4,1,5,0.02,0.0,0.0,3.0,-1,5.8,184.1,11.0,0.3,10.1016/S0168-3659(98)00116-3,procaine_hydrochloride,none,acetonitrile
10.0,1.0,272.78,2.19,55.56,155.5,4,1,5,0.04,0.0,0.0,3.0,-1,5.8,198.0,8.9,0.6,10.1016/S0168-3659(98)00116-3,procaine_hydrochloride,none,acetonitrile
10.0,1.0,272.78,2.19,55.56,155.5,4,1,5,0.06,0.0,0.0,3.0,-1,5.8,203.6,7.6,1.5,10.1016/S0168-3659(98)00116-3,procaine_hydrochloride,none,acetonitrile
10.0,1.0,272.78,2.19,55.56,155.5,4,1,5,0.1,0.0,0.0,3.0,-1,5.8,209.5,6.3,4.6,10.1016/S0168-3659(98)00116-3,procaine_hydrochloride,none,acetonitrile
10.0,1.0,272.78,2.19,55.56,155.5,4,1,5,0.01,0.0,0.0,3.0,1,5.8,129.1,62.0,0.7,10.1016/S0168-3659(98)00116-3,procaine_hydrochloride,none,acetonitrile
10.0,1.0,272.78,2.19,55.56,155.5,4,1,5,0.02,0.0,0.0,3.0,1,5.8,146.0,58.2,1.3,10.1016/S0168-3659(98)00116-3,procaine_hydrochloride,none,acetonitrile
10.0,1.0,272.78,2.19,55.56,155.5,4,1,5,0.04,0.0,0.0,3.0,1,5.8,158.9,44.7,2.0,10.1016/S0168-3659(98)00116-3,procaine_hydrochloride,none,acetonitrile
10.0,1.0,272.78,2.19,55.56,155.5,4,1,5,0.06,0.0,0.0,3.0,1,5.8,161.8,37.7,2.6,10.1016/S0168-3659(98)00116-3,procaine_hydrochloride,none,acetonitrile
10.0,1.0,272.78,2.19,55.56,155.5,4,1,5,0.1,0.0,0.0,3.0,1,5.8,186.5,28.3,3.2,10.1016/S0168-3659(98)00116-3,procaine_hydrochloride,none,acetonitrile
10.0,1.0,272.35,0.12,118.56,61.0,4,1,6,0.01,0.0,0.0,3.0,-1,5.8,148.3,36.2,0.4,10.1016/S0168-3659(98)00116-3,procaine_dihydrate,none,acetonitrile
10.0,1.0,272.35,0.12,118.56,61.0,4,1,6,0.02,0.0,0.0,3.0,-1,5.8,135.0,41.4,0.9,10.1016/S0168-3659(98)00116-3,procaine_dihydrate,none,acetonitrile
10.0,1.0,272.35,0.12,118.56,61.0,4,1,6,0.04,0.0,0.0,3.0,-1,5.8,81.8,44.1,2.1,10.1016/S0168-3659(98)00116-3,procaine_dihydrate,none,acetonitrile
10.0,1.0,272.35,0.12,118.56,61.0,4,1,6,0.06,0.0,0.0,3.0,-1,5.8,56.2,39.0,2.8,10.1016/S0168-3659(98)00116-3,procaine_dihydrate,none,acetonitrile
10.0,1.0,272.35,0.12,118.56,61.0,4,1,6,0.1,0.0,0.0,3.0,-1,5.8,20.2,34.8,4.1,10.1016/S0168-3659(98)00116-3,procaine_dihydrate,none,acetonitrile
51.68,1.0,853.92,3.74,221.29,214.5,14,4,15,0.04,1.0,18.0,20.0,0,5.1,103.7,52.5,2.1,10.1016/j.colsurfb.2014.07.030,paclitaxel,PVA,acetone
44.49,1.0,361.37,1.54,75.01,226.0,6,1,8,0.08,0.1,29.0,2.0,0,5.1,80.0,15.0,0.65,10.1007/s11095-010-0142-6,levofloxacin,poloxamer188,acetone
1.33,1.0,252.27,2.64,63.4,215.5,2,1,4,0.05,0.0,0.0,5.0,0,5.1,148.3,69.79,3.37,10.2147/IJN.S77498,oxcarbazepine,none,acetone
1.33,1.0,252.27,2.64,63.4,215.5,2,1,4,0.05,0.03,13.0,5.0,0,5.1,160.2,72.13,3.48,10.2147/IJN.S77498,oxcarbazepine,TPGS,acetone
15.1,1.0,317.34,4.3,66.4,280.0,2,2,4,0.1,0.2,18.0,10.0,0,5.8,166.63,62.0,4.67,10.1007/s10439-019-02430-x,kartogenin,PVA,acetonitrile
31.0,1.0,300.05,1.7,70.0,270.0,2,2,5,0.1,1.0,18.0,10.0,0,7.2,175.1,45.13,5.38,10.1016/j.jsps.2021.07.001,cisplatin,sodium-cholate,DMSO
46.0,1.0,435.89,2.52,88.18,230.0,6,1,10,0.035,0.5,29.0,3.0,0,5.1,205.5,91.35,3.72,10.1088/1361-6528/abd0b5,rivaroxaban,poloxamer188,acetone
19.0,1.0,392.47,1.9,94.83,263.0,5,3,6,0.2,0.0,0.0,2.0,1,5.1,217.5,34.57,6.47,10.1139/cjpp-2017-0795,dexamethasone,none,acetone
